#	phase	init_method	min_init_weight	max_init_weight	embed_size	rnn_size	post_image_size	post_image_activation	rnn_type	learnable_init_state	optimizer	learning_rate	normalize_image	weights_reg_weight	image_dropout_prob	post_image_dropout_prob	embedding_dropout_prob	rnn_dropout_prob	train_minibatch_size	cost	duration
1	random	xavier_normal	-0.01	0.01	256	256	256	none	gru	False	adam	0.001	True	1e-08	0.0	0.0	0.5	0.5	128	-1.20167355882e-07	896
2	random	normal	-0.01	0.01	64	64	64	none	gru	True	adam	0.001	True	0.0	0.0	0.0	0.0	0.0	64	-0.00101573431719	185
3	random	normal	-0.1	0.1	64	64	64	none	gru	False	adam	0.001	True	1e-08	0.5	0.5	0.0	0.0	32	-0.368620516714	590
4	random	xavier_normal	-0.01	0.01	128	128	128	relu	gru	False	adam	0.001	False	1e-08	0.0	0.0	0.0	0.5	128	-0.00101573431719	102
5	random	normal	-0.1	0.1	512	512	512	none	gru	False	adam	0.001	False	0.0	0.0	0.0	0.5	0.5	128	-0.148707757975	480
6	random	xavier_normal	-0.1	0.1	64	64	64	relu	gru	True	adam	0.001	False	0.0	0.0	0.0	0.0	0.5	128	-0.25058874028	283
7	random	normal	-0.1	0.1	128	128	128	relu	gru	False	adam	0.001	True	0.0	0.0	0.5	0.0	0.0	64	-0.399095440798	366
8	random	normal	-0.01	0.01	512	512	512	relu	gru	False	adam	0.001	True	1e-08	0.0	0.5	0.0	0.5	32	-0.409408405112	675
9	random	xavier_normal	-0.01	0.01	256	256	256	none	gru	False	adam	0.001	False	0.0	0.5	0.5	0.0	0.0	128	-0.00101573431719	126
10	random	normal	-0.1	0.1	512	512	512	relu	gru	False	adam	0.001	True	1e-08	0.0	0.0	0.0	0.5	128	-0.442884250173	365
11	random	xavier_normal	-0.1	0.1	64	64	64	relu	gru	False	adam	0.001	True	1e-08	0.0	0.0	0.5	0.5	64	-0.213804232419	396
12	random	xavier_normal	-0.1	0.1	128	128	128	relu	gru	True	adam	0.001	False	1e-08	0.0	0.5	0.0	0.0	64	-0.26444017349	389
13	random	normal	-0.01	0.01	512	512	512	none	gru	False	adam	0.001	True	0.0	0.5	0.0	0.5	0.5	64	-0.425136223171	595
14	random	xavier_normal	-0.01	0.01	256	256	256	relu	gru	False	adam	0.001	False	0.0	0.0	0.5	0.5	0.0	128	-0.359492616753	327
15	random	normal	-0.01	0.01	128	128	128	relu	gru	False	adam	0.001	True	0.0	0.0	0.5	0.5	0.5	64	-0.00101573431719	121
16	random	xavier_normal	-0.01	0.01	64	64	64	relu	gru	True	adam	0.001	True	0.0	0.0	0.0	0.5	0.0	128	-0.00101573431719	110
17	random	normal	-0.1	0.1	512	512	512	relu	gru	False	adam	0.001	True	1e-08	0.5	0.5	0.5	0.0	32	-0.38637846969	542
18	random	xavier_normal	-0.1	0.1	64	64	64	none	gru	True	adam	0.001	True	1e-08	0.5	0.5	0.5	0.0	128	-0.240526714434	289
19	random	normal	-0.01	0.01	128	128	128	relu	gru	True	adam	0.001	True	1e-08	0.0	0.0	0.0	0.0	64	-0.248253353494	482
20	random	xavier_normal	-0.1	0.1	256	256	256	none	gru	False	adam	0.001	True	1e-08	0.5	0.5	0.5	0.5	32	-0.41634089355	631
21	random	xavier_normal	-0.01	0.01	256	256	256	relu	gru	False	adam	0.001	True	0.0	0.0	0.5	0.0	0.5	64	-0.376265065814	407
22	random	normal	-0.1	0.1	64	64	64	relu	gru	False	adam	0.001	True	0.0	0.5	0.5	0.5	0.5	32	-0.291504638206	590
23	random	normal	-0.1	0.1	64	64	64	relu	gru	False	adam	0.001	True	0.0	0.0	0.5	0.5	0.0	32	-0.332350066951	602
24	random	normal	-0.01	0.01	256	256	256	relu	gru	True	adam	0.001	True	0.0	0.5	0.0	0.0	0.5	128	-0.00889061990635	517
25	random	xavier_normal	-0.01	0.01	256	256	256	none	gru	False	adam	0.001	True	1e-08	0.0	0.0	0.0	0.5	128	-3.67771380233e-09	897
26	random	xavier_normal	-0.01	0.01	128	128	128	none	gru	True	adam	0.001	False	1e-08	0.5	0.0	0.5	0.5	64	-0.00101573431719	186
27	random	xavier_normal	-0.1	0.1	256	256	256	none	gru	True	adam	0.001	False	1e-08	0.5	0.0	0.5	0.0	64	-0.370995034323	461
28	random	xavier_normal	-0.1	0.1	64	64	64	none	gru	False	adam	0.001	True	0.0	0.0	0.5	0.0	0.0	128	-0.0230614320512	788
29	random	normal	-0.1	0.1	512	512	512	relu	gru	True	adam	0.001	True	0.0	0.0	0.5	0.0	0.0	32	-0.394975681616	471
30	random	xavier_normal	-0.01	0.01	256	256	256	relu	gru	True	adam	0.001	False	0.0	0.0	0.0	0.5	0.5	32	-0.00101573431719	218
31	random	normal	-0.01	0.01	512	512	512	relu	gru	True	adam	0.001	True	1e-08	0.5	0.0	0.5	0.0	64	-0.42370184479	591
32	random	xavier_normal	-0.1	0.1	64	64	64	relu	gru	True	adam	0.001	False	0.0	0.5	0.5	0.0	0.0	32	-0.152287547507	623
33	random	normal	-0.1	0.1	64	64	64	none	gru	False	adam	0.001	False	0.0	0.0	0.0	0.0	0.0	128	-0.241120616552	407
34	random	normal	-0.01	0.01	64	64	64	none	gru	True	adam	0.001	True	1e-08	0.0	0.5	0.0	0.0	128	-0.00101573431719	100
35	random	xavier_normal	-0.1	0.1	512	512	512	relu	gru	False	adam	0.001	True	0.0	0.5	0.5	0.0	0.5	32	-0.398790096952	612
36	random	xavier_normal	-0.01	0.01	256	256	256	none	gru	False	adam	0.001	False	1e-08	0.5	0.5	0.5	0.0	128	-0.00101573431719	112
37	random	normal	-0.1	0.1	512	512	512	none	gru	False	adam	0.001	False	1e-08	0.5	0.0	0.0	0.0	64	-0.22268820458	820
38	random	normal	-0.1	0.1	512	512	512	relu	gru	False	adam	0.001	True	1e-08	0.5	0.0	0.5	0.0	128	-0.427985822529	392
39	random	normal	-0.1	0.1	256	256	256	none	gru	True	adam	0.001	True	1e-08	0.5	0.0	0.5	0.5	64	-0.437577919455	419
40	random	xavier_normal	-0.1	0.1	512	512	512	none	gru	True	adam	0.001	False	1e-08	0.0	0.5	0.0	0.0	64	-0.28336562117	614
41	random	normal	-0.1	0.1	64	64	64	relu	gru	True	adam	0.001	False	0.0	0.5	0.5	0.5	0.5	128	-1.66156195885e-05	746
42	random	xavier_normal	-0.1	0.1	512	512	512	relu	gru	False	adam	0.001	False	1e-08	0.0	0.0	0.0	0.5	64	-0.384567556998	395
43	random	normal	-0.1	0.1	256	256	256	none	gru	True	adam	0.001	False	1e-08	0.0	0.0	0.5	0.5	128	-0.0936717160839	663
44	random	normal	-0.01	0.01	512	512	512	relu	gru	True	adam	0.001	True	0.0	0.0	0.0	0.0	0.0	32	-0.416330679546	611
45	random	xavier_normal	-0.1	0.1	64	64	64	relu	gru	True	adam	0.001	True	1e-08	0.5	0.0	0.5	0.5	32	-3.67771380233e-09	986
46	random	normal	-0.1	0.1	512	512	512	none	gru	True	adam	0.001	True	0.0	0.0	0.0	0.5	0.0	128	-0.432355669331	330
47	random	normal	-0.01	0.01	256	256	256	none	gru	False	adam	0.001	True	1e-08	0.0	0.0	0.5	0.0	32	-0.373390278183	529
48	random	xavier_normal	-0.1	0.1	256	256	256	none	gru	False	adam	0.001	True	0.0	0.0	0.5	0.0	0.5	128	-0.402131264486	320
49	random	xavier_normal	-0.1	0.1	64	64	64	relu	gru	False	adam	0.001	True	0.0	0.0	0.0	0.5	0.5	32	-0.00101573431719	370
50	random	xavier_normal	-0.01	0.01	64	64	64	none	gru	True	adam	0.001	True	1e-08	0.0	0.0	0.0	0.5	64	-0.00101573431719	121
51	random	normal	-0.01	0.01	64	64	64	relu	gru	True	adam	0.001	False	1e-08	0.0	0.0	0.5	0.5	32	-0.00101573431719	248
52	random	xavier_normal	-0.1	0.1	64	64	64	none	gru	True	adam	0.001	False	0.0	0.0	0.0	0.5	0.0	64	-0.349917964073	394
53	random	xavier_normal	-0.1	0.1	128	128	128	none	gru	False	adam	0.001	True	1e-08	0.0	0.0	0.0	0.0	64	-0.409881028533	385
54	random	normal	-0.01	0.01	256	256	256	none	gru	False	adam	0.001	True	0.0	0.5	0.0	0.5	0.0	32	-0.404390363762	624
55	random	xavier_normal	-0.1	0.1	128	128	128	relu	gru	True	adam	0.001	True	1e-08	0.0	0.0	0.0	0.5	128	-0.18051602559	290
56	random	xavier_normal	-0.1	0.1	256	256	256	relu	gru	False	adam	0.001	True	0.0	0.5	0.5	0.5	0.5	32	-0.4172153512	627
57	random	xavier_normal	-0.01	0.01	512	512	512	relu	gru	False	adam	0.001	True	1e-08	0.5	0.0	0.5	0.0	32	-0.430643542695	674
58	random	xavier_normal	-0.01	0.01	128	128	128	relu	gru	True	adam	0.001	True	1e-08	0.5	0.0	0.0	0.5	64	-0.000898187030743	371
